184,54,25,12
186,54,24,13
188,54,25,14
190,54,24,14
192,54,24,14
194,55,25,14
197,55,24,14
199,56,24,14
202,56,24,15
205,57,24,14
208,58,24,13
210,58,24,13
213,59,24,13
217,60,24,13
220,60,24,13
245,68,24,13
245,68,24,13
245,68,25,14
245,68,25,16
245,69,22,20
246,70,22,20
249,73,21,21
253,75,21,21
256,78,19,22
258,81,17,22
261,83,17,22
263,86,17,23
264,88,15,23
266,91,15,23
266,94,14,22
267,97,14,22
267,99,13,22
267,102,13,24
267,105,13,24
267,108,13,24
266,111,13,24
264,115,15,24
263,117,16,25
260,120,17,26
258,123,20,26
255,127,21,26
252,130,22,25
249,133,25,25
246,135,25,25
242,138,26,25
239,140,27,24
236,142,27,24
233,143,28,23
229,145,28,23
226,145,29,21
221,147,29,21
219,148,32,20
245,148,30,19
211,150,31,18
207,150,30,16
203,150,30,15
199,149,30,15
195,148,31,15
191,147,31,16
187,147,30,17
183,146,31,16
178,145,30,17
174,144,30,17
169,143,29,17
164,143,30,17
160,142,30,16
156,141,30,16
152,140,30,16
149,139,30,17
145,137,29,17
143,135,30,18
140,133,29,19
138,132,29,20
136,129,28,20
134,127,27,21
133,124,25,22
133,121,24,22
133,118,20,24
133,116,18,24
132,114,16,23
131,111,17,23
131,110,20,24
131,107,22,22
131,106,23,23
132,104,24,21
133,102,24,21
134,100,25,20
135,99,26,20
137,97,27,19
140,96,28,19
145,94,28,18
148,93,27,17
150,92,27,17
153,91,27,17
155,90,27,17
159,89,29,17
161,88,27,17
163,86,27,17
165,85,27,18
167,83,27,18
170,82,26,18
173,80,25,18
176,78,23,18
178,76,21,18
180,74,20,19
182,72,19,19
183,70,18,19
184,67,18,19
186,66,18,20
187,64,17,18
188,62,18,19
189,61,18,19
191,58,19,18
193,57,20,18
194,55,19,17
196,54,21,18
198,53,21,17
200,51,21,16
202,50,22,17
205,50,23,16
208,49,24,14
211,49,24,14
215,49,25,12
218,48,24,10
221,47,24,11
225,46,24,13
228,46,23,15
231,45,22,15
235,45,21,18
239,45,18,19
241,45,15,20
240,47,14,20
240,48,17,18
240,49,20,17
241,50,23,16
241,52,24,15
242,53,25,12
243,53,25,12
243,53,25,12
244,53,25,12
244,53,24,14
245,53,25,14
245,54,23,15
244,53,23,14
244,53,24,16
243,53,24,16
243,53,24,16
243,53,23,16
242,52,22,16
242,52,22,18
241,52,21,17
241,52,21,17
240,51,20,17
240,51,20,17
239,50,19,17
239,50,20,18
238,50,19,17
237,50,20,17
237,49,20,16
236,49,20,17
235,48,20,16
234,48,21,17
232,47,21,16
231,47,22,17
230,46,22,16
228,45,22,16
227,45,22,16
225,45,21,15
224,44,22,14
222,44,22,15
220,43,22,14
219,43,23,15
216,42,23,14
214,42,24,15
212,42,24,14
210,43,24,13
207,43,23,11
205,43,24,11
203,43,24,10
200,42,23,11
197,42,24,13
194,42,24,14
192,43,24,15
190,43,24,15
188,44,23,16
186,45,23,17
184,46,22,18
182,47,22,18
180,49,22,18
178,50,22,17
178,52,22,18
173,53,22,18
170,55,23,19
168,57,23,18
165,58,23,18
162,61,23,20
159,62,23,19
155,64,23,19
153,66,25,20
151,69,24,21
149,71,22,20
147,74,22,21
146,76,21,20
145,78,21,21
142,80,20,22
140,83,22,23
139,85,22,23
137,88,21,23
135,90,21,23
134,93,21,24
133,96,21,24
132,99,20,25
132,102,19,25
132,105,18,25
133,108,17,25
133,111,15,26
133,115,16,26
133,118,18,25
134,121,21,25
134,123,22,24
136,126,24,25
138,129,25,25
139,131,24,25
143,134,26,26
145,136,25,25
148,140,26,26
151,143,25,25
154,146,26,25
157,149,26,26
160,152,28,27
165,156,29,28
169,160,28,27
174,163,28,26
177,166,28,26
182,169,31,26
187,172,31,26
192,175,31,25
197,177,31,24
201,179,31,23
207,181,33,22
211,182,32,21
217,183,34,21
221,184,33,20
226,185,34,19
231,185,34,18
236,185,34,17
242,183,34,16
246,182,31,19
251,180,32,20
255,178,31,21
259,176,32,21
264,175,30,22
269,172,29,21
273,170,28,22
276,176,27,22
279,164,27,22
283,162,28,23
287,159,27,23
291,157,27,23
295,155,25,23
298,151,23,21
301,148,22,23
303,144,19,23
305,141,17,24
307,137,15,24
309,134,13,24
310,130,11,24
311,128,10,26
311,126,9,25
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
311,126,9,23
